namespace	ec_number
enz66058	4.2.3.145	ec_class
enz66059	4.2.3.146	ec_class
enz66060	5.3.1.31	ec_class
enz66061	5.4.4.7	ec_class
enz66062	6.2.1.41	ec_class
enz66063	6.2.1.42	ec_class
enz66064	6.3.1.18	ec_class
enz66065	1.1.1.B47	ec_class
enz66066	3.2.1.B37	ec_class
enz66068	1.1.1.374	ec_class
enz66069	1.1.1.375	ec_class
enz66070	1.1.1.376	ec_class
enz66071	1.1.1.377	ec_class
enz66072	1.1.1.378	ec_class
enz66075	1.14.14.124	ec_class
enz66076	1.14.14.125	ec_class
enz66077	1.14.14.79	ec_class
enz66078	1.14.13.200	ec_class
enz66079	1.14.19.60	ec_class
enz66080	1.14.19.59	ec_class
enz66081	1.14.19.58	ec_class
enz66082	1.14.19.B8	ec_class
enz66083	1.14.15.31	ec_class
enz66085	1.14.99.B5	ec_class
enz66087	1.2.1.90	ec_class
enz66088	1.17.98.3	ec_class
enz66089	1.3.1.107	ec_class
enz66090	1.3.99.41	ec_class
enz66091	1.4.3.B1	ec_class
enz66092	1.5.99.15	ec_class
enz66093	1.8.98.3	ec_class
enz66094	1.8.99.B2	ec_class
enz66095	2.3.1.241	ec_class
enz66096	2.3.1.242	ec_class
enz66097	2.3.1.243	ec_class
enz66098	2.4.1.329	ec_class
enz66099	2.4.1.330	ec_class
enz66100	2.4.1.331	ec_class
enz66101	2.4.1.B58	ec_class
enz66102	2.4.1.332	ec_class
enz66103	2.4.1.333	ec_class
enz66104	2.4.1.334	ec_class
enz66105	2.4.1.B62	ec_class
enz66106	2.4.1.B64	ec_class
enz66108	2.4.99.23	ec_class
enz66109	2.4.99.24	ec_class
enz66110	2.5.1.126	ec_class
enz66111	2.5.1.127	ec_class
enz66112	2.5.1.B35	ec_class
enz66113	2.5.1.141	ec_class
enz66114	2.5.1.128	ec_class
enz66115	2.7.1.185	ec_class
enz66116	2.7.1.186	ec_class
enz66117	2.7.1.B20	ec_class
enz66118	2.7.14.1	ec_class
enz66119	2.7.8.B10	ec_class
enz66120	2.7.8.B11	ec_class
enz66121	2.7.8.41	ec_class
enz66123	3.1.2.B5	ec_class
enz66124	3.1.4.B4	ec_class
enz66125	3.4.21.B57	ec_class
enz66126	3.4.21.B58	ec_class
enz66127	3.4.24.B30	ec_class
enz66128	3.4.24.89	ec_class
enz66131	3.5.4.41	ec_class
enz66134	3.6.4.B11	ec_class
enz66135	4.1.1.99	ec_class
enz66136	4.1.1.111	ec_class
enz66137	4.1.1.B12	ec_class
enz66138	4.2.3.147	ec_class
enz66140	4.4.1.28	ec_class
enz66141	5.1.3.30	ec_class
enz66142	5.1.3.31	ec_class
enz66143	5.1.3.32	ec_class
enz66144	5.1.3.B12	ec_class
enz66145	5.4.99.62	ec_class
enz66146	5.4.99.B38	ec_class
enz66147	6.2.1.44	ec_class
enz66148	6.3.2.44	ec_class
enz66149	6.3.2.B2	ec_class
enz66150	6.3.2.45	ec_class
enz66151	6.5.1.6	ec_class
enz66152	6.5.1.7	ec_class
enz66154	1.14.11.47	ec_class
enz66155	3.9.1.2	ec_class
enz66156	1.1.1.379	ec_class
enz66157	1.1.1.381	ec_class
enz66158	1.1.1.380	ec_class
enz66159	1.1.3.47	ec_class
enz66163	1.2.1.92	ec_class
enz66165	1.17.7.3	ec_class
enz66167	1.17.99.6	ec_class
enz66170	2.1.1.310	ec_class
enz66171	2.1.1.311	ec_class
enz66172	2.1.1.312	ec_class
enz66173	2.1.1.313	ec_class
enz66174	2.2.1.12	ec_class
enz66176	2.3.1.235	ec_class
enz66177	2.3.1.236	ec_class
enz66178	2.3.1.238	ec_class
enz66179	2.3.1.239	ec_class
enz66180	2.3.1.240	ec_class
enz66181	3.1.1.97	ec_class
enz66182	3.1.3.96	ec_class
enz66183	3.5.2.20	ec_class
enz66184	3.6.1.67	ec_class
enz66185	4.2.3.148	ec_class
enz66186	4.2.3.149	ec_class
enz66187	4.2.3.150	ec_class
enz66188	4.2.3.151	ec_class
enz66189	5.5.1.25	ec_class
enz66190	6.3.4.24	ec_class
enz66191	2.3.1.237	ec_class
enz66192	3.1.5.B1	ec_class
enz66193	3.6.1.B16	ec_class
enz66195	2.4.1.B65	ec_class
enz66196	1.1.1.384	ec_class
enz66197	1.1.1.385	ec_class
enz66198	1.1.1.B51	ec_class
enz66199	1.1.1.B52	ec_class
enz66200	1.1.1.386	ec_class
enz66201	1.1.1.388	ec_class
enz66202	1.14.14.B9	ec_class
enz66203	1.13.11.80	ec_class
enz66204	1.13.12.22	ec_class
enz66205	1.3.1.B7	ec_class
enz66206	1.3.8.12	ec_class
enz66207	1.3.99.37	ec_class
enz66208	1.5.1.B5	ec_class
enz66209	1.5.1.49	ec_class
enz66210	2.1.1.316	ec_class
enz66211	2.1.1.315	ec_class
enz66212	2.1.1.318	ec_class
enz66213	2.3.1.246	ec_class
enz66214	2.3.2.28	ec_class
enz66215	2.3.1.B43	ec_class
enz66216	2.3.1.286	ec_class
enz66217	2.3.1.B41	ec_class
enz66218	2.3.1.B42	ec_class
enz66219	2.4.99.B5	ec_class
enz66220	2.6.1.108	ec_class
enz66221	2.7.1.188	ec_class
enz66222	2.7.1.187	ec_class
enz66223	3.1.21.B1	ec_class
enz66224	3.4.11.B7	ec_class
enz66225	3.4.14.13	ec_class
enz66226	3.4.22.B78	ec_class
enz66227	3.4.19.15	ec_class
enz66228	3.5.1.119	ec_class
enz66229	4.1.1.100	ec_class
enz66231	4.2.1.B20	ec_class
enz66233	4.2.1.161	ec_class
enz66234	4.2.3.152	ec_class
enz66235	5.1.1.20	ec_class
enz66236	5.1.1.21	ec_class
enz66237	5.1.3.36	ec_class
enz66238	5.1.3.33	ec_class
enz66239	5.3.3.19	ec_class
enz66240	5.5.1.26	ec_class
enz66241	6.2.1.46	ec_class
enz66242	6.3.1.19	ec_class
enz66243	6.3.2.46	ec_class
enz66244	6.3.2.B15	ec_class
enz66245	6.3.2.B16	ec_class
enz66246	6.3.2.48	ec_class
enz66247	6.2.1.55	ec_class
enz66248	3.4.22.B79	ec_class
enz66249	1.1.1.382	ec_class
enz66250	1.1.1.383	ec_class
enz66256	1.14.11.48	ec_class
enz66257	1.14.14.126	ec_class
enz66258	1.14.14.127	ec_class
enz66259	1.14.19.10	ec_class
enz66260	1.14.14.128	ec_class
enz66262	2.1.1.314	ec_class
enz66263	2.3.1.244	ec_class
enz66264	2.3.1.245	ec_class
enz66265	2.7.4.29	ec_class
enz66266	3.1.2.31	ec_class
enz66267	3.1.3.97	ec_class
enz66268	3.3.2.14	ec_class
enz66269	3.5.1.118	ec_class
enz66270	4.2.3.153	ec_class
enz66271	4.2.1.155	ec_class
enz66273	4.4.1.29	ec_class
enz66274	4.4.1.30	ec_class
enz66275	4.4.1.31	ec_class
enz66276	4.4.1.32	ec_class
enz66277	4.4.1.33	ec_class
enz66278	5.3.1.32	ec_class
enz66279	6.3.2.47	ec_class
enz66283	3.4.21.B59	ec_class
enz66284	1.2.1.96	ec_class
enz66285	3.4.24.B39	ec_class
enz66286	1.1.1.387	ec_class
enz66287	1.17.1.11	ec_class
enz66288	1.1.3.48	ec_class
enz66289	1.2.1.95	ec_class
enz66294	1.5.1.50	ec_class
enz66295	1.6.1.4	ec_class
enz66296	1.8.99.5	ec_class
enz66297	1.14.12.23	ec_class
enz66300	1.14.14.129	ec_class
enz66301	1.14.14.80	ec_class
enz66302	1.14.18.6	ec_class
enz66303	1.14.18.7	ec_class
enz66306	1.14.19.11	ec_class
enz66307	1.14.19.12	ec_class
enz66308	1.14.19.13	ec_class
enz66309	1.14.19.14	ec_class
enz66310	1.14.19.15	ec_class
enz66311	1.14.19.16	ec_class
enz66312	1.14.19.17	ec_class
enz66313	1.14.19.18	ec_class
enz66314	1.14.19.19	ec_class
enz66315	1.14.19.21	ec_class
enz66316	1.14.19.23	ec_class
enz66317	1.14.19.26	ec_class
enz66318	1.14.19.25	ec_class
enz66319	1.14.19.27	ec_class
enz66320	1.14.19.28	ec_class
enz66321	1.14.19.29	ec_class
enz66322	1.14.19.30	ec_class
enz66323	1.14.19.31	ec_class
enz66325	1.14.19.32	ec_class
enz66326	1.14.19.33	ec_class
enz66327	1.14.19.34	ec_class
enz66328	1.14.19.35	ec_class
enz66329	1.14.19.36	ec_class
enz66330	1.14.99.50	ec_class
enz66331	1.21.3.10	ec_class
enz66332	1.14.99.52	ec_class
enz66333	7.2.1.2	ec_class
enz66336	2.1.1.317	ec_class
enz66337	2.3.1.247	ec_class
enz66338	2.3.1.248	ec_class
enz66339	2.3.1.249	ec_class
enz66340	2.3.1.250	ec_class
enz66342	2.6.1.109	ec_class
enz66343	2.7.1.189	ec_class
enz66344	2.7.8.43	ec_class
enz66345	2.7.7.88	ec_class
enz66347	2.7.8.42	ec_class
enz66349	2.8.1.14	ec_class
enz66350	2.8.3.23	ec_class
enz66351	3.1.1.98	ec_class
enz66353	4.1.1.101	ec_class
enz66354	4.2.1.156	ec_class
enz66355	4.2.1.157	ec_class
enz66356	4.2.1.158	ec_class
enz66357	5.1.3.34	ec_class
enz66358	5.1.3.35	ec_class
enz66359	5.1.99.7	ec_class
enz66360	5.4.1.4	ec_class
enz66361	5.5.1.27	ec_class
enz66363	1.3.1.108	ec_class
enz66364	1.3.1.109	ec_class
enz66365	1.1.1.436	ec_class
enz66366	1.3.1.B13	ec_class
enz66367	1.3.99.B15	ec_class
enz66368	2.4.1.335	ec_class
enz66369	2.4.99.21	ec_class
enz66370	2.8.3.B1	ec_class
enz66371	3.4.17.24	ec_class
enz66372	3.4.24.B33	ec_class
enz66373	3.4.24.B34	ec_class
enz66374	3.4.24.B35	ec_class
enz66375	3.4.24.B36	ec_class
enz66376	3.4.24.B37	ec_class
enz66377	3.4.24.B38	ec_class
enz66378	4.2.1.175	ec_class
enz66379	5.5.1.B6	ec_class
enz66380	6.3.2.B23	ec_class
enz66381	2.5.1.131	ec_class
enz66382	2.7.4.31	ec_class
enz66383	2.3.2.B14	ec_class
enz66385	1.14.13.222	ec_class
enz66386	1.14.19.B9	ec_class
enz66388	1.1.1.389	ec_class
enz66389	1.1.1.390	ec_class
enz66390	1.2.1.97	ec_class
enz66391	7.1.1.1	ec_class
enz66392	1.6.5.12	ec_class
enz66393	1.13.11.81	ec_class
enz66394	1.13.11.82	ec_class
enz66395	1.14.11.49	ec_class
enz66397	1.14.12.24	ec_class
enz66400	1.14.14.130	ec_class
enz66401	1.14.14.31	ec_class
enz66402	1.14.13.209	ec_class
enz66406	1.14.15.14	ec_class
enz66407	1.14.19.37	ec_class
enz66408	1.14.19.38	ec_class
enz66410	1.14.19.40	ec_class
enz66411	1.14.19.41	ec_class
enz66412	1.14.19.42	ec_class
enz66413	1.14.19.43	ec_class
enz66414	1.14.19.44	ec_class
enz66415	1.14.19.45	ec_class
enz66416	1.14.19.46	ec_class
enz66417	1.14.19.47	ec_class
enz66419	2.1.1.319	ec_class
enz66420	2.1.1.320	ec_class
enz66421	2.1.1.321	ec_class
enz66422	2.1.1.322	ec_class
enz66423	2.3.1.251	ec_class
enz66424	2.4.1.336	ec_class
enz66425	2.4.1.337	ec_class
enz66426	2.5.1.129	ec_class
enz66427	2.5.1.130	ec_class
enz66429	2.7.1.190	ec_class
enz66430	3.6.1.68	ec_class
enz66431	4.1.1.102	ec_class
enz66433	4.2.1.159	ec_class
enz66434	4.2.1.160	ec_class
enz66435	4.2.2.26	ec_class
enz66436	5.1.3.37	ec_class
enz66437	5.1.99.8	ec_class
enz66438	1.3.99.B16	ec_class
enz66439	6.2.1.B13	ec_class
enz66440	2.7.1.213	ec_class
enz66442	3.6.1.B17	ec_class
enz66444	1.1.1.401	ec_class
enz66447	1.2.1.B29	ec_class
enz66448	1.8.1.B5	ec_class
enz66449	2.1.1.B117	ec_class
enz66451	2.7.1.B26	ec_class
enz66453	3.7.1.24	ec_class
enz66454	4.2.1.B27	ec_class
enz66455	2.3.1.B36	ec_class
enz66456	1.1.1.391	ec_class
enz66457	1.1.1.392	ec_class
enz66458	1.1.1.393	ec_class
enz66459	1.1.1.394	ec_class
enz66462	1.3.1.111	ec_class
enz66464	1.14.20.8	ec_class
enz66472	1.14.13.210	ec_class
enz66473	1.14.13.211	ec_class
enz66474	1.14.13.212	ec_class
enz66475	1.14.14.131	ec_class
enz66476	1.14.14.132	ec_class
enz66477	1.14.13.215	ec_class
enz66478	1.14.13.216	ec_class
enz66479	1.14.13.217	ec_class
enz66480	1.14.14.20	ec_class
enz66481	1.14.14.21	ec_class
enz66482	1.14.14.22	ec_class
enz66483	1.14.19.72	ec_class
enz66486	2.1.1.323	ec_class
enz66487	2.1.1.324	ec_class
enz66488	2.6.1.110	ec_class
enz66489	2.7.1.191	ec_class
enz66490	2.7.1.192	ec_class
enz66491	2.7.1.193	ec_class
enz66492	2.7.1.194	ec_class
enz66493	2.7.1.195	ec_class
enz66494	2.7.1.196	ec_class
enz66495	2.7.1.197	ec_class
enz66496	2.7.1.198	ec_class
enz66497	2.7.1.199	ec_class
enz66498	2.7.1.200	ec_class
enz66499	2.7.1.201	ec_class
enz66500	2.7.1.202	ec_class
enz66501	2.7.1.203	ec_class
enz66502	2.7.1.204	ec_class
enz66503	2.7.1.205	ec_class
enz66504	2.7.1.206	ec_class
enz66505	2.7.1.207	ec_class
enz66506	2.7.1.208	ec_class
enz66508	2.7.7.90	ec_class
enz66509	3.1.1.99	ec_class
enz66510	3.1.3.99	ec_class
enz66511	3.1.3.100	ec_class
enz66512	3.2.1.196	ec_class
enz66513	3.7.1.23	ec_class
enz66514	3.9.1.3	ec_class
enz66515	4.1.2.58	ec_class
enz66516	4.2.1.162	ec_class
enz66517	4.2.1.163	ec_class
enz66518	4.2.99.23	ec_class
enz66519	2.3.1.B37	ec_class
enz66520	1.2.5.3	ec_class
enz66521	1.14.99.54	ec_class
enz66522	1.14.99.53	ec_class
enz66523	1.14.99.55	ec_class
enz66524	6.2.1.48	ec_class
enz66525	1.14.99.56	ec_class
enz66527	1.1.1.395	ec_class
enz66528	1.1.1.396	ec_class
enz66529	1.1.1.397	ec_class
enz66530	1.1.1.398	ec_class
enz66531	1.1.1.399	ec_class
enz66532	1.1.1.400	ec_class
enz66533	1.1.1.402	ec_class
enz66534	1.1.1.403	ec_class
enz66535	1.1.2.9	ec_class
enz66536	1.1.5.11	ec_class
enz66537	1.2.1.98	ec_class
enz66538	1.2.3.15	ec_class
enz66539	1.3.3.15	ec_class
enz66540	1.3.7.13	ec_class
enz66541	1.3.7.14	ec_class
enz66544	1.7.2.7	ec_class
enz66548	4.2.1.166	ec_class
enz66549	4.2.1.165	ec_class
enz66550	2.1.1.325	ec_class
enz66551	1.14.13.218	ec_class
enz66552	2.4.2.58	ec_class
enz66553	4.3.1.31	ec_class
enz66554	1.1.1.B57	ec_class
enz66555	1.14.11.51	ec_class
enz66556	1.14.11.52	ec_class
enz66557	1.14.11.53	ec_class
enz66558	1.14.13.219	ec_class
enz66559	1.14.13.220	ec_class
enz66560	1.14.15.28	ec_class
enz66561	1.14.14.27	ec_class
enz66562	1.14.14.28	ec_class
enz66563	1.14.15.19	ec_class
enz66564	1.14.15.20	ec_class
enz66565	2.1.1.326	ec_class
enz66566	2.1.2.B2	ec_class
enz66567	2.3.1.252	ec_class
enz66568	2.3.1.B32	ec_class
enz66569	2.3.1.B33	ec_class
enz66570	2.3.1.B34	ec_class
enz66571	2.3.1.B38	ec_class
enz66572	2.3.1.B39	ec_class
enz66573	2.3.1.B40	ec_class
enz66574	2.4.1.338	ec_class
enz66575	2.4.1.339	ec_class
enz66576	2.4.1.340	ec_class
enz66577	2.4.1.341	ec_class
enz66578	2.4.1.B69	ec_class
enz66579	2.4.1.B70	ec_class
enz66580	2.4.1.B71	ec_class
enz66581	2.4.1.B72	ec_class
enz66583	2.5.1.132	ec_class
enz66584	2.7.1.209	ec_class
enz66585	2.7.1.210	ec_class
enz66586	2.8.3.24	ec_class
enz66587	3.1.1.B10	ec_class
enz66588	3.1.3.101	ec_class
enz66589	3.1.3.102	ec_class
enz66590	3.5.99.11	ec_class
enz66591	3.5.2.B2	ec_class
enz66592	3.5.2.B3	ec_class
enz66593	4.2.1.164	ec_class
enz66594	4.2.1.167	ec_class
enz66595	4.2.3.154	ec_class
enz66596	4.2.3.155	ec_class
enz66597	4.99.1.9	ec_class
enz66598	5.1.3.38	ec_class
enz66600	5.3.1.33	ec_class
enz66601	5.3.1.34	ec_class
enz66602	5.4.99.64	ec_class
enz66603	3.3.2.15	ec_class
enz66604	2.6.1.B17	ec_class
enz66605	1.1.3.49	ec_class
enz66606	1.3.1.112	ec_class
enz66607	1.14.11.54	ec_class
enz66609	1.14.13.223	ec_class
enz66610	1.14.13.224	ec_class
enz66611	1.14.13.225	ec_class
enz66612	1.14.13.226	ec_class
enz66613	1.14.13.227	ec_class
enz66614	1.14.14.30	ec_class
enz66616	1.14.19.73	ec_class
enz66617	1.17.8.1	ec_class
enz66618	2.1.1.327	ec_class
enz66619	2.1.1.328	ec_class
enz66620	2.5.1.133	ec_class
enz66621	2.5.1.134	ec_class
enz66622	2.7.1.214	ec_class
enz66623	2.7.1.215	ec_class
enz66624	2.7.7.91	ec_class
enz66625	2.7.7.92	ec_class
enz66626	2.7.7.93	ec_class
enz66627	6.2.1.51	ec_class
enz66628	2.8.3.25	ec_class
enz66629	3.1.1.100	ec_class
enz66630	3.1.1.101	ec_class
enz66631	3.1.1.102	ec_class
enz66632	3.1.2.32	ec_class
enz66633	3.1.3.103	ec_class
enz66634	3.1.3.104	ec_class
enz66635	3.2.1.197	ec_class
enz66636	3.2.1.198	ec_class
enz66637	3.2.1.199	ec_class
enz66638	4.1.99.22	ec_class
enz66639	4.6.1.17	ec_class
enz66640	4.2.1.168	ec_class
enz66641	4.2.3.156	ec_class
enz66642	4.4.1.34	ec_class
enz66643	6.2.1.47	ec_class
enz66644	2.7.1.211	ec_class
enz66645	2.7.1.212	ec_class
enz66647	4.1.1.103	ec_class
enz66649	1.1.1.B58	ec_class
enz66650	1.3.98.4	ec_class
enz66651	1.5.3.23	ec_class
enz66652	1.8.5.5	ec_class
enz66653	1.8.5.6	ec_class
enz66654	1.10.3.16	ec_class
enz66655	1.14.12.25	ec_class
enz66659	1.14.13.228	ec_class
enz66660	1.14.13.229	ec_class
enz66661	1.14.13.230	ec_class
enz66662	1.14.13.231	ec_class
enz66663	1.14.13.232	ec_class
enz66664	1.14.13.233	ec_class
enz66665	1.14.13.234	ec_class
enz66666	1.14.14.33	ec_class
enz66667	1.14.14.34	ec_class
enz66668	1.14.14.35	ec_class
enz66669	1.14.15.22	ec_class
enz66670	1.14.19.48	ec_class
enz66671	1.14.19.49	ec_class
enz66672	1.14.19.50	ec_class
enz66674	1.17.98.2	ec_class
enz66675	1.19.1.1	ec_class
enz66676	1.21.98.3	ec_class
enz66677	2.1.1.329	ec_class
enz66678	2.1.1.330	ec_class
enz66679	2.1.1.331	ec_class
enz66680	2.1.1.332	ec_class
enz66681	2.1.1.334	ec_class
enz66682	2.1.1.333	ec_class
enz66683	2.1.1.335	ec_class
enz66684	2.3.1.254	ec_class
enz66686	2.1.1.336	ec_class
enz66687	2.3.1.255	ec_class
enz66688	2.3.1.256	ec_class
enz66689	2.3.1.257	ec_class
enz66690	2.3.1.258	ec_class
enz66691	2.3.1.259	ec_class
enz66692	2.3.1.253	ec_class
enz66693	2.3.1.260	ec_class
enz66694	2.3.2.29	ec_class
enz66695	2.3.3.17	ec_class
enz66696	2.4.1.342	ec_class
enz66697	2.5.1.135	ec_class
enz66699	6.2.1.49	ec_class
enz66700	2.7.7.96	ec_class
enz66701	2.7.7.97	ec_class
enz66702	2.7.8.44	ec_class
enz66705	3.5.1.121	ec_class
enz66706	3.5.1.122	ec_class
enz66707	3.5.1.123	ec_class
enz66708	3.5.1.124	ec_class
enz66709	4.2.1.169	ec_class
enz66710	4.2.1.170	ec_class
enz66711	6.5.1.8	ec_class
enz66713	1.1.1.404	ec_class
enz66714	1.1.1.405	ec_class
enz66715	1.1.1.406	ec_class
enz66716	1.1.1.407	ec_class
enz66717	1.1.5.12	ec_class
enz66718	1.1.98.6	ec_class
enz66719	1.3.99.38	ec_class
enz66720	1.1.99.40	ec_class
enz66721	1.3.8.13	ec_class
enz66722	1.4.1.25	ec_class
enz66723	1.4.1.26	ec_class
enz66724	1.4.3.25	ec_class
enz66725	1.5.1.51	ec_class
enz66726	1.8.2.5	ec_class
enz66727	1.8.5.7	ec_class
enz66728	1.14.11.55	ec_class
enz66729	1.14.11.56	ec_class
enz66730	1.14.11.57	ec_class
enz66734	1.14.14.41	ec_class
enz66735	1.14.14.42	ec_class
enz66736	1.14.14.43	ec_class
enz66738	2.1.1.337	ec_class
enz66739	2.1.1.338	ec_class
enz66740	2.1.1.339	ec_class
enz66741	2.3.1.261	ec_class
enz66742	2.3.1.262	ec_class
enz66743	2.3.3.18	ec_class
enz66744	2.4.1.343	ec_class
enz66745	2.4.1.344	ec_class
enz66746	2.5.1.136	ec_class
enz66747	2.5.1.137	ec_class
enz66748	2.5.1.138	ec_class
enz66749	2.5.1.139	ec_class
enz66750	2.6.1.111	ec_class
enz66751	2.6.1.112	ec_class
enz66752	2.7.1.216	ec_class
enz66753	2.7.4.32	ec_class
enz66754	6.2.1.50	ec_class
enz66755	2.7.8.45	ec_class
enz66756	2.7.8.46	ec_class
enz66757	2.7.8.47	ec_class
enz66758	3.6.1.71	ec_class
enz66759	3.6.1.70	ec_class
enz66760	3.6.1.72	ec_class
enz66761	3.2.1.201	ec_class
enz66762	3.2.1.202	ec_class
enz66763	3.5.1.125	ec_class
enz66764	3.5.1.126	ec_class
enz66765	3.5.1.127	ec_class
enz66766	3.5.4.44	ec_class
enz66767	3.5.4.45	ec_class
enz66768	3.5.4.46	ec_class
enz66769	4.2.1.171	ec_class
enz66770	4.4.1.35	ec_class
enz66771	5.1.1.22	ec_class
enz66772	5.1.2.7	ec_class
enz66773	5.1.3.40	ec_class
enz66774	1.1.3.B4	ec_class
enz66775	2.5.1.B41	ec_class
enz66776	2.5.1.B43	ec_class
enz66777	2.6.1.B16	ec_class
enz66778	2.7.1.234	ec_class
enz66779	2.7.1.232	ec_class
enz66781	2.7.7.108	ec_class
enz66787	1.1.99.B9	ec_class
enz66789	1.8.98.7	ec_class
enz66790	2.4.1.360	ec_class
enz66791	1.1.98.7	ec_class
enz66792	1.14.99.B10	ec_class
enz66793	2.7.8.B15	ec_class
enz66794	3.2.1.206	ec_class
enz66795	1.1.1.B60	ec_class
enz66796	1.1.2.B5	ec_class
enz66797	1.1.1.408	ec_class
enz66798	1.1.1.409	ec_class
enz66799	1.1.1.410	ec_class
enz66800	1.1.1.411	ec_class
enz66802	1.7.1.16	ec_class
enz66804	1.14.13.235	ec_class
enz66805	1.14.13.236	ec_class
enz66806	1.14.14.44	ec_class
enz66807	1.14.14.45	ec_class
enz66809	1.14.19.51	ec_class
enz66810	1.14.99.57	ec_class
enz66811	2.1.1.340	ec_class
enz66812	2.1.1.341	ec_class
enz66813	2.1.1.342	ec_class
enz66814	2.3.1.264	ec_class
enz66815	2.3.3.19	ec_class
enz66816	2.4.1.345	ec_class
enz66817	2.4.1.346	ec_class
enz66818	2.5.1.140	ec_class
enz66819	2.6.1.113	ec_class
enz66820	2.7.1.217	ec_class
enz66822	6.4.1.9	ec_class
enz66823	6.3.5.12	ec_class
enz66824	6.3.3.7	ec_class
enz66825	6.3.2.51	ec_class
enz66826	6.3.2.50	ec_class
enz66827	5.3.1.35	ec_class
enz66828	5.1.3.41	ec_class
enz66829	4.99.1.11	ec_class
enz66830	4.99.1.10	ec_class
enz66831	4.1.2.60	ec_class
enz66832	4.1.2.59	ec_class
enz66833	4.1.1.104	ec_class
enz66834	3.13.1.5	ec_class
enz66836	3.2.1.203	ec_class
enz66837	2.8.1.15	ec_class
enz66840	1.1.1.414	ec_class
enz66841	1.1.1.B63	ec_class
enz66842	1.1.1.B64	ec_class
enz66843	1.1.1.B65	ec_class
enz66844	1.4.99.B3	ec_class
enz66845	2.7.7.B24	ec_class
enz66846	2.7.8.B13	ec_class
enz66847	2.7.8.48	ec_class
enz66848	4.2.3.157	ec_class
enz66849	4.2.3.158	ec_class
enz66850	4.2.3.159	ec_class
enz66851	4.2.3.160	ec_class
enz66852	4.2.3.161	ec_class
enz66853	4.2.3.162	ec_class
enz66854	4.2.3.163	ec_class
enz66855	4.2.3.164	ec_class
enz66856	4.2.3.165	ec_class
enz66857	4.2.3.166	ec_class
enz66858	4.2.3.169	ec_class
enz66859	4.2.3.170	ec_class
enz66860	4.2.3.171	ec_class
enz66862	5.5.1.B7	ec_class
enz66863	1.1.1.412	ec_class
enz66864	1.1.1.413	ec_class
enz66867	1.1.99.41	ec_class
enz66873	1.5.5.3	ec_class
enz66874	1.5.98.3	ec_class
enz66875	1.8.1.20	ec_class
enz66876	1.8.3.7	ec_class
enz66877	1.13.11.83	ec_class
enz66878	1.13.12.23	ec_class
enz66883	1.14.13.237	ec_class
enz66884	1.14.13.238	ec_class
enz66885	1.14.14.48	ec_class
enz66886	1.14.14.49	ec_class
enz66887	1.14.14.50	ec_class
enz66888	1.14.14.54	ec_class
enz66889	1.14.15.23	ec_class
enz66890	1.14.19.52	ec_class
enz66891	1.14.99.58	ec_class
enz66892	1.16.3.3	ec_class
enz66894	2.1.1.344	ec_class
enz66895	2.3.1.265	ec_class
enz66897	2.3.2.30	ec_class
enz66898	2.4.1.347	ec_class
enz669	1.2.7.12	ec_class
enz66900	2.7.1.218	ec_class
enz66901	2.7.1.219	ec_class
enz66902	2.7.1.220	ec_class
enz66903	2.7.1.221	ec_class
enz66905	2.7.7.99	ec_class
enz66906	2.8.2.38	ec_class
enz66907	2.8.2.39	ec_class
enz66908	3.1.3.105	ec_class
enz66909	3.1.4.58	ec_class
enz66911	3.1.7.12	ec_class
enz66912	3.2.1.204	ec_class
enz66913	3.2.1.205	ec_class
enz66914	3.4.19.16	ec_class
enz66915	3.13.1.6	ec_class
enz66916	5.5.1.29	ec_class
enz66917	5.5.1.28	ec_class
enz66918	4.2.1.172	ec_class
enz66919	4.2.1.173	ec_class
enz66920	4.2.1.174	ec_class
enz66921	4.2.3.167	ec_class
enz66922	4.2.3.168	ec_class
enz66923	4.2.3.172	ec_class
enz66924	4.2.3.173	ec_class
enz66925	4.2.3.174	ec_class
enz66926	4.2.3.175	ec_class
enz66927	4.2.3.176	ec_class
enz66928	4.2.3.177	ec_class
enz66929	4.2.3.178	ec_class
enz66930	4.2.3.179	ec_class
enz66931	4.2.3.180	ec_class
enz66932	4.2.3.181	ec_class
enz66933	4.2.3.182	ec_class
enz66934	4.2.3.183	ec_class
enz66935	4.2.3.184	ec_class
enz66936	4.2.3.185	ec_class
enz66937	4.2.3.186	ec_class
enz66938	4.2.3.187	ec_class
enz66939	4.2.3.188	ec_class
enz66940	4.2.3.189	ec_class
enz66941	4.2.3.190	ec_class
enz66942	4.2.3.191	ec_class
enz66943	4.2.3.192	ec_class
enz66944	4.2.3.193	ec_class
enz66945	4.3.2.7	ec_class
enz66946	4.3.2.8	ec_class
enz66947	4.4.1.36	ec_class
enz66948	5.4.4.8	ec_class
enz66949	5.4.99.65	ec_class
enz66950	5.4.99.66	ec_class
enz66951	5.5.1.30	ec_class
enz66952	6.1.3.1	ec_class
enz66953	1.5.99.B4	ec_class
enz66955	1.7.1.17	ec_class
enz66956	1.2.99.10	ec_class
enz66957	1.3.1.113	ec_class
enz66958	1.3.8.14	ec_class
enz66959	1.8.5.8	ec_class
enz66960	1.8.7.3	ec_class
enz66961	1.8.98.4	ec_class
enz66962	1.8.98.5	ec_class
enz66963	1.8.98.6	ec_class
enz66966	6.2.1.52	ec_class
enz66969	1.14.99.59	ec_class
